d_arcsec,_RAJ2000,_DEJ2000,Star,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,Mass,logL,e_logL,VMAG,Pl_,SimbadName,_RA,_DE,_RAJ2000_2,_DEJ2000_2,recno,catID,vsini,w_vsini,o_vsini,n_vsini,Simbad,_RA_2,_DE_2,starname
0.00899,133.5747814,-5.4344594,b'HD 76151',5788,23,4.480000019073486,0.019999999552965164,0.11999999731779099,0.019999999552965164,1.0369999408721924,0.9610000252723694,0.013000000268220901,4.849999904632568,no,b'HD 76151',133.57478,-5.43446,133.5747836,-5.4344606,10541,b'HD 76151',2.4000000953674316,5.5,3,,b'Simbad',133.57478,-5.43446,HD76151
0.00072,136.6617942,-43.4919769,b'HD 78429',5760,19,4.329999923706055,0.019999999552965164,0.09000000357627869,0.009999999776482582,0.9959999918937683,1.4079999923706055,0.02199999988079071,4.440000057220459,no,b'HD 78429',136.66179,-43.49198,136.6617942,-43.4919767,10741,b'HD 78429',2.700000047683716,3.0,1,,b'Simbad',136.66179,-43.49198,HD78429
0.01087,137.1956892,-5.1160917,b'HD 78538',5786,13,4.5,0.029999999329447746,-0.029999999329447746,0.009999999776482582,1.0219999551773071,0.8489999771118164,0.04100000113248825,4.980000019073486,no,b'HD 78538',137.19569,-5.11609,137.1956875,-5.1160892,10789,b'HD 78538',4.5,3.0,1,,b'Simbad',137.19569,-5.11609,HD78538
0.006826,137.1051556,-15.1447858,b'HD 78558',5711,18,4.360000133514404,0.019999999552965164,-0.4399999976158142,0.009999999776482582,0.8140000104904175,1.378999948501587,0.028999999165534973,4.46999979019165,no,b'HD 78558',137.10516,-15.14479,137.1051572,-15.1447869,10780,b'HD 78558',2.700000047683716,3.0,1,,b'Simbad',137.10516,-15.14479,HD78558
0.021755,137.2074456,-10.7575031,b'HD 78612',5834,14,4.269999980926514,0.019999999552965164,-0.23999999463558197,0.009999999776482582,0.9459999799728394,1.9700000286102295,0.03999999910593033,4.059999942779541,no,b'HD 78612',137.20745,-10.7575,137.20744,-10.7575056,10788,b'HD 78612',1.7999999523162842,3.0,1,,b'Simbad',137.20744,-10.75751,HD78612
0.000687,136.9857339,-50.4824469,b'HD 78747',5778,18,4.460000038146973,0.019999999552965164,-0.6700000166893005,0.009999999776482582,0.7559999823570251,1.0779999494552612,0.023000000044703484,4.71999979019165,no,b'HD 78747',136.98573,-50.48245,136.9857336,-50.4824469,10769,b'HD 78747',1.7999999523162842,3.0,1,,b'Simbad',136.98573,-50.48245,HD78747
0.009394,139.9338589,-59.4777208,b'HD 80883',5233,35,4.440000057220459,0.05999999865889549,-0.25,0.029999999329447746,0.734000027179718,0.4300000071525574,0.024000000208616257,5.860000133514404,no,b'HD 80883',139.93386,-59.47772,139.9338622,-59.4777228,10953,b'HD 80883',1.7999999523162842,3.0,1,,b'Simbad',139.93386,-59.47772,HD80883
0.00873,140.5252919,-73.5433475,b'HD 81639',5522,20,4.400000095367432,0.029999999329447746,-0.17000000178813934,0.019999999552965164,0.8289999961853027,0.6800000071525574,0.028999999165534973,5.28000020980835,no,b'HD 81639',140.52529,-73.54335,140.5252883,-73.5433497,10993,b'HD 81639 A',1.7999999523162842,3.0,1,,b'Simbad',140.52529,-73.54335,HD81639
0.016557,142.7470033,-47.3841839,b'HD 82516',5104,60,4.460000038146973,0.10999999940395355,0.009999999776482582,0.03999999910593033,0.7379999756813049,0.41499999165534973,0.024000000208616257,5.940000057220459,no,b'HD 82516',142.747,-47.38418,142.7470069,-47.38418,11145,b'HD 82516',1.7999999523162842,3.0,1,,b'Simbad',142.74701,-47.38418,HD82516
0.010014,143.7114006,-12.1295458,b'HD 82943',5989,20,4.429999828338623,0.019999999552965164,0.25999999046325684,0.009999999776482582,1.149999976158142,1.4789999723434448,0.019999999552965164,4.349999904632568,yes,b'HD 82943',143.7114,-12.12955,143.7114022,-12.1295481,11208,b'HD 82943',2.700000047683716,3.0,1,,b'Simbad',143.7114,-12.12955,HD82943
0.011496,144.3694117,-49.9909358,b'HD 83529',5902,12,4.349999904632568,0.009999999776482582,-0.2199999988079071,0.009999999776482582,0.9580000042915344,1.5529999732971191,0.019999999552965164,4.309999942779541,no,b'HD 83529',144.36941,-49.99094,144.3694081,-49.9909336,11254,b'HD 83529',1.7999999523162842,3.0,1,,b'Simbad',144.36941,-49.99093,HD83529
0.003005,147.2087219,-37.3096522,b'HD 85119',5425,25,4.519999980926514,0.029999999329447746,-0.20000000298023224,0.019999999552965164,0.9819999933242798,0.41600000858306885,0.039000000804662704,5.840000152587891,no,b'HD 85119',147.20872,-37.30965,147.2087222,-37.3096514,11415,b'HD 85119',1.7999999523162842,3.0,1,,b'Simbad',147.20872,-37.30965,HD85119
0.006931,147.5104039,-49.7902664,b'HD 85390',5186,54,4.409999847412109,0.09000000357627869,-0.07000000029802322,0.029999999329447746,0.7580000162124634,0.42500001192092896,0.02500000037252903,5.889999866485596,no,b'HD 85390',147.5104,-49.79027,147.5104025,-49.7902681,11438,b'HD 85390',3.5999999046325684,3.0,1,,b'Simbad',147.5104,-49.79027,HD85390
0.009346,147.7793814,-43.5027872,b'HD 85512',4715,102,4.389999866485596,0.2800000011920929,-0.3199999928474426,0.029999999329447746,0.7419999837875366,0.12600000202655792,0.00800000037997961,7.429999828338623,no,b'HD 85512',147.77938,-43.50279,147.7793833,-43.502785,11463,b'HD 85512',0.8999999761581421,3.0,1,,b'Simbad',147.77938,-43.50278,HD85512
0.00335,148.9271456,-18.1074075,b'HD 86065',5026,60,4.5,0.11999999731779099,-0.05999999865889549,0.029999999329447746,0.8379999995231628,0.2630000114440918,0.04100000113248825,6.46999979019165,no,b'HD 86065',148.92715,-18.10741,148.9271461,-18.1074067,11536,b'HD 86065',6.800000190734863,4.0,2,,b'Simbad',148.92715,-18.10741,HD86065
0.016549,148.6460819,-58.7298069,b'HD 86140',4903,59,4.550000190734863,0.10000000149011612,-0.25,0.03999999910593033,0.7590000033378601,0.22499999403953552,0.027000000700354576,6.690000057220459,no,b'HD 86140',148.64608,-58.72981,148.6460783,-58.7298111,11521,b'HD 86140',2.700000047683716,3.0,1,,b'Simbad',148.64608,-58.72981,HD86140
0.001518,149.1601619,-8.8345564,b'HD 86171',5400,20,4.46999979019165,0.029999999329447746,-0.25,0.009999999776482582,0.828000009059906,0.4740000069141388,0.03500000014901161,5.699999809265137,no,b'HD 86171',149.16016,-8.83456,149.1601622,-8.8345561,11549,b'HD 86171',1.7999999523162842,3.0,1,,b'Simbad',149.16016,-8.83456,HD86171
0.005135,152.2843594,-15.4944956,b'HD 88084',5766,11,4.420000076293945,0.019999999552965164,-0.10000000149011612,0.009999999776482582,0.9300000071525574,1.0210000276565552,0.02500000037252903,4.78000020980835,no,b'HD 88084',152.28436,-15.4945,152.2843586,-15.4944944,11771,b'HD 88084',2.700000047683716,3.0,1,,b'Simbad',152.28436,-15.49449,HD88084
0.00301,152.3823675,-35.8567706,b'HD 88218',5878,14,4.159999847412109,0.019999999552965164,-0.14000000059604645,0.009999999776482582,1.0219999551773071,2.7170000076293945,0.017000000923871994,3.700000047683716,no,b'HD 88218',152.38237,-35.85677,152.3823672,-35.8567714,11776,b'HD 88218',2.700000047683716,3.0,1,,b'Simbad',152.38237,-35.85677,HD88218
0.006387,153.2199042,-28.5133822,b'HD 88656',5150,34,4.440000057220459,0.05999999865889549,-0.10999999940395355,0.019999999552965164,0.7310000061988831,0.421999990940094,0.04100000113248825,5.909999847412109,no,b'HD 88656',153.2199,-28.51338,153.2199061,-28.5133828,11816,b'HD 88656',0.0,3.0,1,,b'Simbad',153.21991,-28.51338,HD88656
0.00828,153.3530411,-33.0317222,b'HD 88742',5981,13,4.519999980926514,0.019999999552965164,-0.019999999552965164,0.009999999776482582,1.0759999752044678,1.1759999990463257,0.014000000432133675,4.599999904632568,no,b'HD 88742',153.35304,-33.03172,153.3530403,-33.03172,11827,b'HD 88742',2.700000047683716,3.0,1,,b'Simbad',153.35304,-33.03172,HD88742
0.001008,154.8178433,-11.3785117,b'HD 89454',5728,17,4.46999979019165,0.029999999329447746,0.11999999731779099,0.009999999776482582,1.0329999923706055,0.8529999852180481,0.03500000014901161,4.989999771118164,no,b'HD 89454',154.81784,-11.37851,154.8178431,-11.3785119,11904,b'HD 89454',2.700000047683716,3.0,1,,b'Simbad',154.81784,-11.37851,HD89454
0.000626,155.9803119,-29.6455292,b'HD 90156',5599,12,4.480000019073486,0.019999999552965164,-0.23999999463558197,0.009999999776482582,0.8410000205039978,0.718999981880188,0.014000000432133675,5.199999809265137,no,b'HD 90156',155.98031,-29.64553,155.9803117,-29.6455292,11985,b'HD 90156',1.7999999523162842,3.0,1,,b'Simbad',155.98031,-29.64553,HD90156
0.004885,157.0506161,-6.6005781,b'HD 90711',5444,39,4.400000095367432,0.05999999865889549,0.23999999463558197,0.029999999329447746,0.9279999732971191,0.6439999938011169,0.026000000536441803,5.360000133514404,no,b'HD 90711',157.05062,-6.60058,157.0506153,-6.6005792,12049,b'HD 90711',3.9000000953674316,2.5,2,:,b'Simbad',157.05062,-6.60058,HD90711
0.010179,157.1786792,-27.3660408,b'HD 90812',5164,35,4.480000019073486,0.05000000074505806,-0.36000001430511475,0.019999999552965164,0.7670000195503235,0.3109999895095825,0.029999999329447746,6.230000019073486,no,b'HD 90812',157.17868,-27.36604,157.1786772,-27.3660386,12056,b'HD 90812',3.299999952316284,5.0,2,,b'Simbad',157.17868,-27.36604,HD90812
0.004097,160.5555064,-13.7877133,b'HD 92719',5824,16,4.510000228881836,0.029999999329447746,-0.10000000149011612,0.009999999776482582,0.9919999837875366,0.8740000128746033,0.017000000923871994,4.940000057220459,no,b'HD 92719',160.55551,-13.78771,160.5555061,-13.7877144,12300,b'HD 92719',2.700000047683716,3.0,1,,b'Simbad',160.55551,-13.78771,HD92719
0.01331,160.7022031,-2.1837558,b'HD 92788',5744,24,4.389999866485596,0.03999999910593033,0.27000001072883606,0.019999999552965164,1.031999945640564,1.0460000038146973,0.02800000086426735,4.760000228881836,yes,b'HD 92788',160.7022,-2.18376,160.7021994,-2.1837558,12316,b'HD 92788',3.5,5.0,2,,b'Simbad',160.7022,-2.18376,HD92788
0.006597,161.5629806,-41.4643686,b'HD 93385',5977,18,4.420000076293945,0.019999999552965164,0.019999999552965164,0.009999999776482582,1.0670000314712524,1.4800000190734863,0.03200000151991844,4.349999904632568,no,b'HD 93385',161.56298,-41.46437,161.5629828,-41.4643678,12440,b'HD 93385',3.5999999046325684,3.0,1,,b'Simbad',161.56298,-41.46437,HD93385
0.006646,162.9134644,-22.0718297,b'HD 94151',5583,19,4.380000114440918,0.019999999552965164,0.03999999910593033,0.009999999776482582,0.8989999890327454,0.8830000162124634,0.032999999821186066,4.980000019073486,no,b'HD 94151',162.91346,-22.07183,162.9134628,-22.0718286,12541,b'HD 94151',1.7999999523162842,3.0,1,,b'Simbad',162.91346,-22.07183,HD94151
0.003415,165.1699294,-31.8393686,b'HD 95456',6276,22,4.349999904632568,0.03999999910593033,0.1599999964237213,0.019999999552965164,1.284999966621399,2.881999969482422,0.019999999552965164,3.5899999141693115,no,b'HD 95456',165.16993,-31.83937,165.16993,-31.8393694,12704,b'HD 95456',4.0,5.0,2,,b'Simbad',165.16993,-31.83937,HD95456
0.004384,165.2094317,-49.0198356,b'HD 95521',5773,18,4.489999771118164,0.019999999552965164,-0.15000000596046448,0.009999999776482582,0.9459999799728394,0.843999981880188,0.02199999988079071,4.989999771118164,no,b'HD 95521',165.20943,-49.01984,165.2094303,-49.0198364,12707,b'HD 95521',2.700000047683716,3.0,1,,b'Simbad',165.20943,-49.01984,HD95521
0.008119,166.5822692,-44.3733197,b'HD 96423',5711,18,4.349999904632568,0.019999999552965164,0.10000000149011612,0.009999999776482582,0.9710000157356262,1.1119999885559082,0.023000000044703484,4.699999809265137,no,b'HD 96423',166.58227,-44.37332,166.5822675,-44.3733178,12854,b'HD 96423',1.7999999523162842,3.0,1,,b'Simbad',166.58227,-44.37332,HD96423
0.006609,166.9767775,-30.1745672,b'HD 96700',5845,13,4.389999866485596,0.019999999552965164,-0.18000000715255737,0.009999999776482582,0.9430000185966492,1.4140000343322754,0.019999999552965164,4.420000076293945,no,b'HD 96700',166.97678,-30.17457,166.9767792,-30.1745661,12921,b'HD 96700',0.8999999761581421,3.0,1,,b'Simbad',166.97678,-30.17457,HD96700
0.006851,167.5555994,-7.3894011,b'HD 97037',5883,14,4.340000152587891,0.019999999552965164,-0.07000000029802322,0.009999999776482582,1.0,1.659999966621399,0.02199999988079071,4.239999771118164,no,b'HD 97037',167.5556,-7.3894,167.5555981,-7.3893997,12972,b'HD 97037',1.7999999523162842,3.0,1,,b'Simbad',167.5556,-7.3894,HD97037
0.013624,168.0049631,-26.1366672,b'HD 97343',5410,20,4.389999866485596,0.029999999329447746,-0.05999999865889549,0.009999999776482582,0.8130000233650208,0.6380000114440918,0.01600000075995922,5.369999885559082,no,b'HD 97343',168.00496,-26.13667,168.0049644,-26.1366708,13008,b'HD 97343',3.0,5.0,2,,b'Simbad',168.00496,-26.13667,HD97343
0.002228,168.9542356,-39.3235042,b'HD 97998',5716,21,4.570000171661377,0.019999999552965164,-0.41999998688697815,0.009999999776482582,0.8270000219345093,0.7289999723434448,0.02199999988079071,5.159999847412109,no,b'HD 97998',168.95424,-39.3235,168.9542364,-39.3235042,13075,b'HD 97998',2.700000047683716,3.0,1,,b'Simbad',168.95424,-39.3235,HD97998
0.010793,169.5917144,-5.0673022,b'HD 98281',5381,23,4.420000076293945,0.03999999910593033,-0.25999999046325684,0.019999999552965164,0.7689999938011169,0.5329999923706055,0.01899999938905239,5.579999923706055,no,b'HD 98281',169.59171,-5.0673,169.5917172,-5.0673033,13114,b'HD 98281',3.5,5.0,2,,b'Simbad',169.59172,-5.0673,HD98281
0.001292,169.6654269,-10.1262119,b'HD 98356',5322,35,4.409999847412109,0.05999999865889549,0.10000000149011612,0.029999999329447746,0.8519999980926514,0.5320000052452087,0.04600000008940697,5.599999904632568,no,b'HD 98356',169.66543,-10.12621,169.6654267,-10.1262122,13118,b'HD 98356',5.099999904632568,4.0,2,,b'Simbad',169.66543,-10.12621,HD98356
0.009322,175.2602944,-44.4051892,b'HD 101581',4738,57,4.460000038146973,0.15000000596046448,-0.5199999809265137,0.029999999329447746,0.6819999814033508,0.14300000667572021,0.009999999776482582,7.28000020980835,yes,b'HD 101581',175.26029,-44.40519,175.2602908,-44.4051889,13625,b'HD 101581',1.7999999523162842,3.0,1,,b'Simbad',175.26029,-44.40519,HD101581
0.009857,176.2102567,-58.7037094,b'HD 102117',5657,24,4.309999942779541,0.03999999910593033,0.2800000011920929,0.019999999552965164,1.0140000581741333,1.5479999780654907,0.029999999329447746,4.349999904632568,yes,b'HD 102117',176.21026,-58.70371,176.2102531,-58.7037114,13678,b'HD 102117',1.7999999523162842,3.0,1,,b'Simbad',176.21025,-58.70371,HD102117
0.007176,176.6294667,-40.5003539,b'HD 102365',5629,29,4.440000057220459,0.029999999329447746,-0.28999999165534973,0.019999999552965164,0.8209999799728394,0.8109999895095825,0.006000000052154064,5.059999942779541,no,b'HD 102365',176.62947,-40.50035,176.6294692,-40.5003533,13704,b'HD 102365 A',2.700000047683716,3.0,1,,b'Simbad',176.62947,-40.50035,HD102365
0.007176,176.6294667,-40.5003539,b'HD 102365',5629,29,4.440000057220459,0.029999999329447746,-0.28999999165534973,0.019999999552965164,0.8209999799728394,0.8109999895095825,0.006000000052154064,5.059999942779541,no,b'HD 102365',176.62947,-40.50035,176.6294692,-40.5003533,13703,b'HD 102365',0.5,2.0,1,,b'Simbad',176.62947,-40.50035,HD102365
0.002027,176.8158675,-30.2865103,b'HD 102438',5560,13,4.409999847412109,0.029999999329447746,-0.28999999165534973,0.009999999776482582,0.8019999861717224,0.7039999961853027,0.012000000104308128,5.230000019073486,no,b'HD 102438',176.81587,-30.28651,176.8158678,-30.2865108,13716,b'HD 102438',2.700000047683716,3.0,1,,b'Simbad',176.81587,-30.28651,HD102438
0.00796,179.6167206,-41.9220075,b'HD 104006',5023,37,4.559999942779541,0.05000000074505806,-0.7799999713897705,0.019999999552965164,0.47200000286102295,0.28299999237060547,0.028999999165534973,6.389999866485596,no,b'HD 104006',179.61672,-41.92201,179.6167183,-41.9220089,13891,b'HD 104006',3.5999999046325684,3.0,1,,b'Simbad',179.61672,-41.92201,HD104006
0.002065,179.7917083,-20.3537803,b'HD 104067',4969,72,4.46999979019165,0.12999999523162842,-0.05999999865889549,0.05000000074505806,0.7039999961853027,0.3019999861717224,0.01899999938905239,6.329999923706055,no,b'HD 104067',179.79171,-20.35378,179.7917086,-20.3537808,13900,b'HD 104067',6.0,4.0,2,,b'Simbad',179.79171,-20.35378,HD104067
0.010027,181.3058733,-28.7172322,b'HD 104982',5692,14,4.440000057220459,0.019999999552965164,-0.1899999976158142,0.009999999776482582,0.8820000290870667,0.8519999980926514,0.028999999165534973,4.989999771118164,no,b'HD 104982',181.30587,-28.71723,181.3058719,-28.7172297,13988,b'HD 104982',1.7999999523162842,3.0,1,,b'Simbad',181.30587,-28.71723,HD104982
0.005114,182.7413839,-46.3219836,b'HD 105837',5907,17,4.539999961853027,0.029999999329447746,-0.5099999904632568,0.009999999776482582,0.8500000238418579,1.1410000324249268,0.02800000086426735,4.639999866485596,no,b'HD 105837',182.74138,-46.32198,182.7413856,-46.3219828,14096,b'HD 105837',2.700000047683716,3.0,1,,b'Simbad',182.74139,-46.32198,HD105837
0.009821,183.120175,-3.0844722,b'HD 106116',5680,15,4.389999866485596,0.029999999329447746,0.14000000059604645,0.009999999776482582,0.9679999947547913,1.0420000553131104,0.027000000700354576,4.78000020980835,no,b'HD 106116',183.12017,-3.08447,183.1201775,-3.0844733,14124,b'HD 106116',1.2000000476837158,3.5,2,,b'Simbad',183.12018,-3.08447,HD106116
0.006729,183.4660619,-69.0604533,b'HD 106275',5059,45,4.46999979019165,0.09000000357627869,-0.09000000357627869,0.029999999329447746,0.7179999947547913,0.3569999933242798,0.023000000044703484,6.119999885559082,no,b'HD 106275',183.46606,-69.06045,183.4660567,-69.0604531,14145,b'HD 106275',1.7999999523162842,3.0,1,,b'Simbad',183.46606,-69.06045,HD106275
0.007591,186.4427858,-64.0220878,b'HD 108147',6260,29,4.46999979019165,0.029999999329447746,0.18000000715255737,0.019999999552965164,1.2619999647140503,1.871000051498413,0.023000000044703484,4.059999942779541,yes,b'HD 108147',186.44279,-64.02209,186.4427822,-64.0220892,14373,b'HD 108147',5.400000095367432,3.0,1,,b'Simbad',186.44278,-64.02209,HD108147
0.008754,186.7005914,-48.9131908,b'HD 108309',5775,14,4.230000019073486,0.029999999329447746,0.11999999731779099,0.009999999776482582,1.0299999713897705,1.8799999952316284,0.017000000923871994,4.119999885559082,no,b'HD 108309',186.70059,-48.91319,186.7005881,-48.9131919,14394,b'HD 108309',2.700000047683716,3.0,1,,b'Simbad',186.70059,-48.91319,HD108309
0.008214,188.3807656,-68.7558069,b'HD 109200',5134,38,4.510000228881836,0.05999999865889549,-0.3100000023841858,0.019999999552965164,0.6980000138282776,0.36000001430511475,0.008999999612569809,6.090000152587891,no,b'HD 109200',188.38077,-68.75581,188.3807614,-68.7558086,14516,b'HD 109200 A',0.8999999761581421,3.0,1,,b'Simbad',188.38076,-68.75581,HD109200
0.01166,188.6766431,-44.6730178,b'HD 109409',5886,26,4.159999847412109,0.029999999329447746,0.33000001311302185,0.019999999552965164,1.2829999923706055,3.2839999198913574,0.01899999938905239,3.5,no,b'HD 109409',188.67664,-44.67302,188.6766386,-44.6730183,14539,b'HD 109409',3.0,3.0,1,,b'Simbad',188.67664,-44.67302,HD109409
0.013643,190.9280189,-37.7081472,b'HD 110619',5613,15,4.510000228881836,0.019999999552965164,-0.4099999964237213,0.009999999776482582,0.8190000057220459,0.5809999704360962,0.023000000044703484,5.429999828338623,no,b'HD 110619',190.92802,-37.70815,190.9280153,-37.7081447,14690,b'HD 110619',0.8999999761581421,3.0,1,,b'Simbad',190.92802,-37.70814,HD110619
0.005411,191.6285156,-11.8124406,b'HD 111031',5801,22,4.389999866485596,0.029999999329447746,0.27000001072883606,0.019999999552965164,1.0609999895095825,1.3830000162124634,0.02500000037252903,4.449999809265137,no,b'HD 111031',191.62852,-11.81244,191.6285169,-11.8124414,14741,b'HD 111031',1.7999999523162842,3.0,1,,b'Simbad',191.62852,-11.81244,HD111031
0.010338,192.2156431,-68.4251511,b'HD 111232',5460,21,4.429999828338623,0.029999999329447746,-0.4300000071525574,0.019999999552965164,0.7120000123977661,0.6830000281333923,0.019999999552965164,5.289999961853027,yes,b'HD 111232',192.21564,-68.42515,192.2156356,-68.4251519,14787,b'HD 111232',3.5999999046325684,3.0,1,,b'Simbad',192.21564,-68.42515,HD111232
0.00396,197.0858894,-87.2193103,b'HD 112540',5523,22,4.519999980926514,0.029999999329447746,-0.17000000178813934,0.019999999552965164,0.8479999899864197,0.6269999742507935,0.02199999988079071,5.360000133514404,no,b'HD 112540',197.08589,-87.21931,197.0858894,-87.2193114,15130,b'HD 112540',1.7999999523162842,3.0,1,,b'Simbad',197.08589,-87.21931,HD112540
0.013052,198.0132689,-37.8030217,b'HD 114613',5729,17,3.9700000286102295,0.019999999552965164,0.1899999976158142,0.009999999776482582,1.3639999628067017,4.057000160217285,0.014000000432133675,3.2899999618530273,no,b'HD 114613',198.01327,-37.80302,198.0132708,-37.803025,15200,b'HD 114613',2.700000047683716,2.0,1,,b'Simbad',198.01327,-37.80302,HD114613
0.007643,198.1844064,-31.8733489,b'HD 114729',5844,12,4.190000057220459,0.019999999552965164,-0.2800000011920929,0.009999999776482582,0.9449999928474426,2.1559998989105225,0.028999999165534973,3.9600000381469727,yes,b'HD 114729',198.18441,-31.87335,198.1844039,-31.8733489,15212,b'HD 114729',1.7999999523162842,3.0,1,,b'Simbad',198.1844,-31.87335,HD114729
0.012931,198.2262669,-30.7117575,b'HD 114747',5172,57,4.440000057220459,0.10999999940395355,0.20999999344348907,0.03999999910593033,0.8450000286102295,0.4230000078678131,0.026000000536441803,5.900000095367432,no,b'HD 114747',198.22627,-30.71176,198.2262639,-30.711755,15221,b'HD 114747',1.7999999523162842,3.0,1,,b'Simbad',198.22626,-30.71175,HD114747
0.011522,198.1824417,-2.2650397,b'HD 114783',5133,54,4.420000076293945,0.10000000149011612,0.029999999329447746,0.03999999910593033,0.7879999876022339,0.38600000739097595,0.01899999938905239,6.010000228881836,yes,b'HD 114783',198.18244,-2.26504,198.1824397,-2.2650372,15213,b'HD 114783',3.4000000953674316,5.0,2,,b'Simbad',198.18244,-2.26504,HD114783
0.0,198.4676067,-45.1857997,b'HD 114853',5705,14,4.440000057220459,0.019999999552965164,-0.23000000417232513,0.009999999776482582,0.8790000081062317,0.8560000061988831,0.017999999225139618,4.989999771118164,no,b'HD 114853',198.46761,-45.1858,198.4676067,-45.1857997,15240,b'HD 114853',2.700000047683716,3.0,1,,b'Simbad',198.46761,-45.1858,HD114853
0.003949,199.9607931,-70.8550217,b'HD 115585',5711,29,4.269999980926514,0.05000000074505806,0.3499999940395355,0.019999999552965164,1.059000015258789,1.6970000267028809,0.026000000536441803,4.239999771118164,no,b'HD 115585',199.96079,-70.85502,199.9607903,-70.8550211,15357,b'HD 115585',0.8999999761581421,3.0,1,,b'Simbad',199.96079,-70.85502,HD115585
0.004905,199.6013108,-18.3111961,b'HD 115617',5558,19,4.360000133514404,0.029999999329447746,-0.019999999552965164,0.009999999776482582,0.8759999871253967,0.8040000200271606,0.004999999888241291,5.090000152587891,no,b'HD 115617',199.60131,-18.3112,199.6013094,-18.3111958,15322,b'HD 115617 A',1.7999999523162842,3.0,1,,b'Simbad',199.60131,-18.3112,HD115617
0.004905,199.6013108,-18.3111961,b'HD 115617',5558,19,4.360000133514404,0.029999999329447746,-0.019999999552965164,0.009999999776482582,0.8759999871253967,0.8040000200271606,0.004999999888241291,5.090000152587891,no,b'HD 115617',199.60131,-18.3112,199.6013094,-18.3111958,15321,b'HD 115617',0.5,8.0,3,:,b'Simbad',199.60131,-18.3112,HD115617
0.009337,200.7503106,-81.310115,b'HD 115674',5649,20,4.480000019073486,0.029999999329447746,-0.17000000178813934,0.009999999776482582,0.8989999890327454,0.699999988079071,0.01899999938905239,5.21999979019165,no,b'HD 115674',200.75031,-81.31011,200.7502939,-81.3101156,15416,b'HD 115674',2.700000047683716,3.0,1,,b'Simbad',200.75029,-81.31012,HD115674
0.013151,202.1273031,-27.3918489,b'HD 117105',5889,14,4.409999847412109,0.019999999552965164,-0.28999999165534973,0.009999999776482582,0.921999990940094,1.378999948501587,0.03099999949336052,4.440000057220459,no,b'HD 117105',202.1273,-27.39185,202.1273061,-27.3918464,15505,b'HD 117105',0.8999999761581421,3.0,1,,b'Simbad',202.12731,-27.39185,HD117105
0.004561,202.3379739,-35.5709969,b'HD 117207',5667,21,4.320000171661377,0.03999999910593033,0.2199999988079071,0.019999999552965164,0.984000027179718,1.1579999923706055,0.026000000536441803,4.670000076293945,yes,b'HD 117207',202.33797,-35.571,202.3379744,-35.5709981,15520,b'HD 117207',1.7999999523162842,3.0,1,,b'Simbad',202.33797,-35.571,HD117207
0.003623,203.1064817,-47.2713628,b'HD 117618',5990,13,4.409999847412109,0.019999999552965164,0.029999999329447746,0.009999999776482582,1.0770000219345093,1.5870000123977661,0.03099999949336052,4.269999980926514,yes,b'HD 117618',203.10648,-47.27136,203.1064808,-47.2713636,15554,b'HD 117618',2.700000047683716,3.0,1,,b'Simbad',203.10648,-47.27136,HD117618
0.012583,206.1858419,-14.2251808,b'HD 119638',6069,16,4.420000076293945,0.029999999329447746,-0.15000000596046448,0.009999999776482582,1.0420000553131104,1.4630000591278076,0.023000000044703484,4.349999904632568,no,b'HD 119638',206.18584,-14.22518,206.1858383,-14.2251806,15758,b'HD 119638',3.5999999046325684,3.0,1,,b'Simbad',206.18584,-14.22518,HD119638
0.012349,206.6751281,-56.8500772,b'HD 119782',5160,34,4.440000057220459,0.05999999865889549,-0.07000000029802322,0.019999999552965164,0.7379999756813049,0.4399999976158142,0.03400000184774399,5.860000133514404,no,b'HD 119782',206.67513,-56.85008,206.6751342,-56.8500764,15792,b'HD 119782',1.7999999523162842,3.0,1,,b'Simbad',206.67513,-56.85008,HD119782
0.009881,209.3218231,-56.0400425,b'HD 121504',6022,11,4.489999771118164,0.029999999329447746,0.14000000059604645,0.009999999776482582,1.1299999952316284,1.531000018119812,0.03500000014901161,4.300000190734863,yes,b'HD 121504',209.32182,-56.04004,209.3218278,-56.0400433,15948,b'HD 121504 A',3.5999999046325684,3.0,1,,b'Simbad',209.32183,-56.04004,HD121504
0.005257,212.1131919,-74.8502853,b'HD 122862',5982,13,4.230000019073486,0.019999999552965164,-0.11999999731779099,0.009999999776482582,1.065000057220459,2.6059999465942383,0.014000000432133675,3.7300000190734863,no,b'HD 122862',212.11319,-74.85029,212.1131875,-74.8502844,16097,b'HD 122862',2.700000047683716,3.0,1,,b'Simbad',212.11319,-74.85028,HD122862
0.013494,211.6719967,-5.5183356,b'HD 123265',5338,44,4.289999961853027,0.07000000029802322,0.1899999976158142,0.029999999329447746,0.8539999723434448,0.6140000224113464,0.039000000804662704,5.440000057220459,no,b'HD 123265',211.672,-5.51834,211.6720003,-5.5183367,16081,b'HD 123265',3.799999952316284,2.0,1,,b'Simbad',211.672,-5.51834,HD123265
0.019724,212.9423789,-12.6117661,b'HD 124106',5106,39,4.489999771118164,0.07999999821186066,-0.17000000178813934,0.029999999329447746,0.7269999980926514,0.3540000021457672,0.02800000086426735,6.110000133514404,no,b'HD 124106',212.94238,-12.61177,212.9423844,-12.611765,16144,b'HD 124106',3.0999999046325684,7.0,3,,b'Simbad',212.94238,-12.61176,HD124106
